Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_neo	tree_length
0	-4324.262	-4609.348	285.0864	0.779752	0.4553805	13.04296
6	-4321.464	-4610.328	288.8635	0.9341581	0.3864007	11.05901
12	-4316.481	-4603.168	286.6871	0.9341581	0.4301935	12.15271
18	-4318.825	-4605.847	287.0214	0.729075	0.3635843	12.15271
24	-4329.21	-4618.161	288.9516	0.8629931	0.3926187	11.04372
30	-4318.585	-4606.962	288.3774	0.9176392	0.322914	11.39151
36	-4314.01	-4598.695	284.6854	0.8201588	0.3916074	13.29189
42	-4321.325	-4608.505	287.1807	0.8958657	0.53333	11.82364
48	-4327.953	-4614.524	286.5705	0.9914715	0.4876537	12.13099
54	-4326.973	-4608.456	281.4829	0.7126993	0.482048	14.92245
60	-4328.73	-4613.635	284.9059	0.7921803	0.482048	13.10635
66	-4317.259	-4600.147	282.8879	0.8209529	0.3913154	14.22441
72	-4337.152	-4624.522	287.3694	0.9103019	0.3883264	11.85064
78	-4332.968	-4620.189	287.22	0.8621166	0.4326421	11.90992
84	-4333.082	-4620.183	287.1014	0.8183984	0.3246741	12.10766
90	-4332.934	-4619.419	286.4854	0.8257542	0.4376072	12.30733
96	-4319.445	-4605.279	285.8336	0.7462727	0.4149521	12.70994
102	-4325.582	-4611.12	285.5378	0.9082845	0.4903904	12.70994
108	-4331.789	-4620.254	288.4647	0.9186857	0.4424946	11.22056
114	-4321.362	-4606.881	285.5191	0.7638763	0.4855469	12.79908
120	-4328.186	-4614.014	285.8284	0.725402	0.3424454	12.79908
126	-4331.207	-4618.468	287.2609	0.7404696	0.3424454	12.04494
132	-4335.28	-4624.034	288.7546	0.8118986	0.38017	11.18648
138	-4336.318	-4624.734	288.4155	0.8494649	0.38017	11.34424
144	-4341.563	-4626.64	285.0771	0.7070764	0.4152995	13.12352
150	-4329.999	-4616.063	286.0637	0.7119583	0.4102842	12.61264
156	-4332.334	-4620.288	287.9536	0.7720264	0.459103	11.54909
162	-4330.903	-4617.389	286.4854	0.754299	0.459797	12.32394
168	-4326.503	-4610.296	283.7928	0.7432273	0.3831389	13.80386
174	-4329.2	-4615.678	286.4783	0.7789745	0.5371195	12.24794
180	-4336.473	-4624.468	287.995	0.8180831	0.3967263	11.56349
186	-4329.412	-4619.791	290.3793	0.8127491	0.3647506	10.35043
192	-4324.272	-4611.535	287.2636	0.7695831	0.4243339	11.94345
198	-4325.772	-4613.85	288.0771	0.8212404	0.5155916	11.40911
204	-4320.099	-4608.641	288.5425	0.8496336	0.4242315	11.23344
210	-4321.772	-4607.487	285.7148	0.8953053	0.4119414	12.69719
216	-4325.213	-4613.8	288.5874	0.8341889	0.5099918	11.14006
222	-4317.342	-4604.101	286.7588	0.7841218	0.4267301	12.19689
228	-4317.004	-4600.504	283.4996	0.7602313	0.4267301	13.90389
234	-4310.148	-4594.805	284.6574	0.7638306	0.4117662	13.31555
240	-4330.285	-4614.967	284.6824	0.7368247	0.4357502	13.29351
246	-4322.475	-4607.621	285.1456	0.696288	0.4357502	13.07382
252	-4329.792	-4616.874	287.0816	0.668266	0.4052441	12.10998
258	-4336.291	-4625.866	289.5755	0.812658	0.365277	10.7718
264	-4326.657	-4613.442	286.7845	0.6822532	0.3853956	12.27769
270	-4318.215	-4604.838	286.6233	0.8127295	0.4011807	12.27769
276	-4326.366	-4613.213	286.8469	0.7910866	0.3892229	12.18452
282	-4322.229	-4610.071	287.8425	0.8046849	0.4347141	11.61289
288	-4325.212	-4613.173	287.9613	0.733076	0.4093392	11.61289
294	-4324.761	-4610.097	285.3359	0.7146604	0.4754666	12.92891
300	-4329.804	-4615.362	285.5585	0.8055197	0.3108588	12.93407
306	-4343.293	-4629.554	286.2607	0.8664406	0.5760492	12.28463
312	-4335.92	-4622.82	286.9003	1.040131	0.4756045	11.94426
318	-4332.273	-4620.705	288.4314	0.8100513	0.4170094	11.31931
324	-4335.544	-4623.716	288.1726	0.8064206	0.4582318	11.41743
330	-4321.057	-4611.901	290.8445	1.006434	0.3394217	10.03199
336	-4322.122	-4608.864	286.7418	0.8418185	0.4943524	12.11385
342	-4323.388	-4611.565	288.1766	0.9304284	0.3450618	11.46466
348	-4321.727	-4605.485	283.7582	0.7654738	0.3864703	13.80688
354	-4319.991	-4607.823	287.8317	0.9584976	0.5208257	11.46122
360	-4330.641	-4619.804	289.1626	0.933256	0.3454669	10.9467
366	-4330.188	-4613.67	283.4822	0.7987413	0.4445655	13.87613
372	-4315.203	-4604.667	289.4648	0.8501905	0.3543069	10.8221
378	-4304.859	-4592.256	287.3971	0.8418225	0.351538	11.91092
