Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	tree_length
0	-4324.262	-4609.348	285.0864	0.193053	0.150334	0.2746	0.361852	0.117718	0.14102	0.120211	0.0879008	0.00844178	0.0227958	0.371297	0.170303	0.0864902	0.103289	0.0283691	0.0779922	0.1173	0.00251052	0.0875224	0.0282214	0.093246	0.0931234	0.080042	0.109547	0.348286	0.115742	0.150503	0.12692	0.0120026	0.169884	0.0659253	0.127018	0.210348	0.0733722	0.0624017	0.0208754	0.0499035	0.101715	0.0496448	0.0289709	0.122066	0.0815168	0.0565758	0.0411118	0.0285879	0.0262463	0.126275	0.00922255	0.00849826	0.00980247	0.000491991	0.0118553	0.0346776	0.0790936	0.0705668	0.00752488	0.239592	0.0305477	0.0275018	0.0692842	0.0385195	0.212618	0.0182189	0.0456177	0.0199696	0.0492441	0.0293462	0.000419018	0.072493	0.103596	0.0513541	0.120999	0.092424	0.0489485	0.321725	0.0792732	0.119374	0.268268	0.17736	0.0531686	0.0213068	0.0119291	0.00328152	0.00833392	0.2903	0.0432826	0.0398564	0.0625546	0.0408314	0.0163075	0.326896	0.034745	0.0859022	0.0794414	0.00455803	0.00503997	0.00558342	0.283934	0.0256578	0.0409781	0.184865	0.00321307	0.10125	0.0324111	0.0222176	0.0734827	0.0350912	0.413431	0.0678489	0.0310044	0.0324096	0.0375579	0.00711855	0.0321071	0.0552192	0.0502757	0.136117	0.0222468	0.0366759	0.152725	0.124346	0.0376608	0.0270689	0.0502044	0.0570335	0.147984	0.0608474	0.00130249	0.0755886	0.0101935	0.0139996	0.0439154	0.0612319	0.0588419	0.10982	0.0312018	0.0733482	0.121321	0.00439274	0.159902	0.0197667	0.113323	0.0451537	0.125621	0.0468482	0.048774	0.402234	0.0238693	0.0489493	0.0235748	0.232891	0.0261641	0.012927	1.01584	0.992951	0.340142	0.591003	0.848672	1.17831	1.69204	2.93995	0.779752	0.4553805	0.0148014	0.0115261	0.0210535	0.0277431	0.00902541	0.010812	0.00921652	0.00673933	0.000647229	0.00174775	0.0284672	0.0130571	0.00663118	0.0079191	0.00217505	0.00597964	0.00899338	0.000192481	0.00671032	0.00216373	0.00714915	0.00713975	0.0061368	0.00839894	0.026703	0.00887388	0.0115391	0.00973093	0.000920237	0.013025	0.00505447	0.00973847	0.0161273	0.00562543	0.00478432	0.00160051	0.00382609	0.00779847	0.00380626	0.00222119	0.00935879	0.00624987	0.00433765	0.00315203	0.00219182	0.0020123	0.00968144	0.00070709	0.00065156	0.000751553	3.77208e-05	0.00090894	0.00265872	0.00606408	0.00541034	0.000576931	0.0183695	0.00234208	0.00210855	0.005312	0.00295328	0.0163013	0.00139684	0.0034975	0.00153106	0.00377553	0.00224996	3.2126e-05	0.00555802	0.00794267	0.0039373	0.00927697	0.00708612	0.00375287	0.0246666	0.00607786	0.00915234	0.020568	0.0135982	0.00407642	0.00163359	0.000914602	0.000251594	0.00063896	0.0222572	0.00331846	0.00305578	0.00479605	0.00313053	0.00125029	0.025063	0.00266389	0.0065861	0.00609075	0.000349463	0.000386413	0.000428079	0.0217691	0.00196718	0.00314178	0.0141735	0.000246346	0.00776281	0.00248495	0.00170342	0.0056339	0.00269044	0.0316976	0.00520196	0.0023771	0.00248484	0.00287955	0.000545777	0.00246164	0.00423364	0.00385462	0.0104361	0.00170566	0.00281193	0.0117094	0.00953361	0.00288744	0.00207537	0.00384916	0.00437275	0.0113459	0.00466515	9.98618e-05	0.00579536	0.000781531	0.00107335	0.00336698	0.00469463	0.00451139	0.00841986	0.00239223	0.00562359	0.00930167	0.00033679	0.0122597	0.00151551	0.00868846	0.00346192	0.00963133	0.00359184	0.00373949	0.0308392	0.00183006	0.00375293	0.00180747	0.0178557	0.00200599	0.000991108	13.04296
36	-4314.01	-4598.695	284.6854	0.226419	0.294632	0.206853	0.384717	0.0618804	0.173995	0.410559	0.0655575	0.0151022	0.000746582	0.281285	0.215453	0.107758	0.159676	0.0277098	0.0991626	0.197971	0.0359425	0.106973	0.0375676	0.0509043	0.0747895	0.0504503	0.129545	0.229683	0.0796205	0.0912527	0.125613	0.0347923	0.134523	0.0913758	0.165144	0.218406	0.10702	0.030906	0.069265	0.0520018	0.11824	0.0765403	0.0716861	0.0345801	0.130433	0.0739118	0.0341328	0.0096237	0.0353521	0.149426	0.0979995	0.0188334	0.0395177	0.000306838	0.0446868	0.0273528	0.0635229	0.0809796	0.0226083	0.284135	0.135153	0.0567394	0.00608854	0.0551057	0.213547	0.0105395	0.0754411	0.00334605	0.0697136	0.0173786	0.000148751	0.0815511	0.0185006	0.0222785	0.201213	0.10173	0.0190438	0.177649	0.0537735	0.004854	0.211464	0.204129	0.0447131	0.0393279	0.045486	0.0502149	0.0096717	0.362118	0.0390354	0.0398307	0.0117112	0.00843328	0.00723799	0.229749	0.0371516	0.160915	0.0624542	0.000395115	0.0806014	0.00632976	0.160608	0.0743027	0.079022	0.214351	0.0225557	0.0438611	0.0481374	0.0179487	0.0204911	0.0207913	0.29132	0.0978086	0.0841235	0.00604031	0.0324892	0.00580908	0.0629364	0.114391	0.0187468	0.0150192	0.079815	0.111091	0.177033	0.0944418	0.0499666	0.0379517	0.0771407	0.0197064	0.0416924	0.0581373	0.0799689	0.0401721	0.0131747	0.0141685	0.0615102	0.0310471	0.0826553	0.00955454	0.0453666	0.0801536	0.0868997	0.0269167	0.12427	0.084075	0.0225539	0.0208792	0.17512	0.0304114	0.106722	0.350566	0.0167583	0.0940247	0.0414533	0.1373	0.0445062	0.0600473	0.913607	1.03846	0.321655	0.575113	0.841487	1.18837	1.73879	3.10892	0.8201588	0.3916074	0.0170344	0.0221663	0.0155624	0.0289438	0.0046555	0.0130903	0.0308879	0.00493214	0.00113619	5.61683e-05	0.0211621	0.0162093	0.00810707	0.012013	0.00208471	0.00746038	0.0148941	0.00270409	0.00804799	0.00282635	0.00382972	0.0056267	0.00379557	0.00974619	0.0172799	0.00599015	0.00686529	0.00945031	0.00261756	0.0101207	0.00687455	0.0124244	0.0164315	0.00805149	0.00232517	0.00521107	0.0039123	0.00889563	0.00575842	0.00539322	0.0026016	0.00981299	0.00556066	0.00256794	0.000724028	0.00265967	0.0112419	0.00737288	0.00141691	0.00297307	2.30846e-05	0.00336196	0.00205786	0.00477907	0.0060924	0.00170091	0.0213766	0.0101681	0.00426872	0.000458064	0.00414582	0.016066	0.000792926	0.00567573	0.000251736	0.00524482	0.00130746	1.11911e-05	0.0061354	0.00139187	0.0016761	0.015138	0.00765354	0.00143274	0.0133652	0.00404558	0.000365185	0.0159093	0.0153574	0.00336393	0.00295879	0.00342209	0.00377786	0.000727639	0.0272435	0.00293678	0.00299662	0.000881081	0.000634468	0.000544542	0.0172849	0.00279506	0.0121062	0.00469867	2.9726e-05	0.00606395	0.000476212	0.0120832	0.00559008	0.00594513	0.0161265	0.00169695	0.00329984	0.00362156	0.00135035	0.00154163	0.00156421	0.0219171	0.00735852	0.00632893	0.000454435	0.00244429	0.00043704	0.00473495	0.00860606	0.00141039	0.00112995	0.00600478	0.00835782	0.0133189	0.00710522	0.00375918	0.00285525	0.00580359	0.00148259	0.00313668	0.00437389	0.00601637	0.0030223	0.000991185	0.00106595	0.00462765	0.00233579	0.00621848	0.000718825	0.0034131	0.00603027	0.0065378	0.00202505	0.00934934	0.00632528	0.00169682	0.00157082	0.013175	0.00228797	0.00802912	0.0263744	0.00126079	0.00707384	0.00311869	0.0103296	0.00334838	0.00451759	13.29189
72	-4337.152	-4624.522	287.3694	0.294459	0.378106	0.163989	0.49818	0.114863	0.057064	0.233993	0.143089	0.0545933	0.00438783	0.132985	0.155023	0.0101754	0.0898445	0.0174727	0.0873058	0.145621	0.0554585	0.120832	0.0642715	0.0254986	0.0834179	0.101216	0.0792807	0.198501	0.0367226	0.0853521	0.0658212	0.0098664	0.130834	0.0761803	0.266798	0.267231	0.112432	0.0811933	0.0708998	0.016653	0.0558859	0.0704364	0.0148848	0.0754598	0.0426617	0.0799744	0.0356096	0.0989369	0.000954937	0.118958	0.335696	0.0668897	0.0391898	0.00413642	0.023338	0.000228312	0.0932156	0.0502103	0.0778701	0.0355699	0.00493245	0.0437261	0.00260041	0.0320452	0.0711072	0.00109353	0.181131	0.0722412	0.0391307	0.00575768	0.00159279	0.0469325	0.0738398	0.0236369	0.0501837	0.0966465	0.0727839	0.177192	0.122166	0.105058	0.116635	0.00174911	0.0258183	0.220357	0.0826879	0.0180576	0.0297939	0.003157	0.204778	0.0855664	0.0225097	0.0242556	0.00153485	0.039062	0.0496408	0.0500365	0.0150779	0.0331369	0.00467082	0.00787048	0.133815	0.0810154	0.279851	0.0195845	0.0054143	0.0103788	0.0222535	0.0857819	0.0290279	0.0452954	0.0142908	0.0309111	0.0940913	0.0134349	0.0131162	0.0297777	0.0289366	0.154055	0.0919852	0.102686	0.0165009	0.0202131	0.0072219	0.0102251	0.0095118	0.117738	0.0642153	0.0149315	0.0542577	0.132322	0.0246273	0.126246	0.0177167	0.0468983	0.0504016	0.0422349	0.0395206	0.0932873	0.0479458	0.0124959	0.0209515	0.0558182	0.0269227	0.0365105	0.0373205	0.025088	0.0384607	0.0896694	0.0139296	0.179422	0.167133	0.127451	0.353712	0.107308	0.137903	0.088922	0.908094	1.04091	0.283954	0.541188	0.825676	1.21113	1.84779	3.52169	0.9103019	0.3883264	0.0248475	0.0319059	0.013838	0.0420382	0.00969259	0.00481526	0.0197452	0.0120744	0.00460678	0.000370261	0.0112217	0.0130814	0.000858636	0.00758141	0.00147441	0.00736718	0.012288	0.00467979	0.0101962	0.00542346	0.00215167	0.00703911	0.00854097	0.00668999	0.0167502	0.00309879	0.00720232	0.00555423	0.000832562	0.0110402	0.00642837	0.0225134	0.0225499	0.00948739	0.00685139	0.00598278	0.00140524	0.00471585	0.00594368	0.00125603	0.00636757	0.00359995	0.00674853	0.00300487	0.00834865	8.0581e-05	0.0100381	0.0283272	0.00564439	0.00330698	0.000349046	0.00196934	1.92658e-05	0.00786587	0.00423692	0.00657096	0.00300151	0.000416218	0.00368977	0.000219432	0.00270409	0.00600029	9.22756e-05	0.0152845	0.00609597	0.00330199	0.000485853	0.000134406	0.00396034	0.00623087	0.00199457	0.00423468	0.00815538	0.00614176	0.0149521	0.0103088	0.00886521	0.00984209	0.000147597	0.00217864	0.0185945	0.00697751	0.00152377	0.00251411	0.000266399	0.0172799	0.0072204	0.00189945	0.00204677	0.000129516	0.00329619	0.00418887	0.00422226	0.00127233	0.00279621	0.00039414	0.000664139	0.0112918	0.00683637	0.0236148	0.00165261	0.000456878	0.0008758	0.00187783	0.00723858	0.00244948	0.00382219	0.00120591	0.00260839	0.00793976	0.00113368	0.00110679	0.00251275	0.00244178	0.0129997	0.00776204	0.00866505	0.0013924	0.00170566	0.00060941	0.000862832	0.00080264	0.00993515	0.00541872	0.00125998	0.00457846	0.0111658	0.00207814	0.0106531	0.001495	0.00395744	0.00425306	0.00356393	0.00333489	0.00787192	0.00404584	0.00105445	0.00176796	0.00471014	0.00227183	0.00308089	0.00314924	0.00211702	0.00324545	0.00756663	0.00117543	0.0151403	0.0141033	0.0107547	0.0298475	0.00905502	0.0116367	0.00750356	11.85064
108	-4331.789	-4620.254	288.4647	0.199674	0.108025	0.391638	0.436166	0.21442	0.046251	0.40231	0.0575066	0.0117014	0.0990375	0.108987	0.192773	0.112698	0.270733	0.0142861	0.0917592	0.221966	0.0757679	0.10769	0.0834316	0.126798	0.0894949	0.0745753	0.037737	0.24919	0.0536357	0.134042	0.110783	0.0425943	0.0822353	0.0550512	0.100586	0.297749	0.0763549	0.0616179	0.0511561	0.0427151	0.084393	0.0702054	0.0591706	0.0445583	0.0890275	0.0561376	0.0381914	0.0908316	0.0702281	0.136994	0.0134111	0.00121162	0.00533036	0.017785	0.033175	0.00195886	0.0171439	0.000254541	0.0637099	0.17648	0.00580036	0.0203722	0.00450122	0.00697651	0.0125203	0.0199278	0.00773062	0.068602	0.00102127	0.0204039	0.0528555	0.00482301	0.166046	0.020539	0.00441659	0.305429	0.0180592	0.331518	0.0676503	0.0220583	0.101645	0.246362	0.00738229	0.0368291	0.0711994	0.00114917	0.0400763	0.0378544	0.0485881	0.00192766	0.0112597	0.0179862	0.00423499	0.245039	0.0154361	0.0864591	0.0268311	0.00278117	0.0636047	0.011701	0.0190045	0.031176	0.0594696	0.141752	0.0182556	0.0261924	0.0148852	0.00301276	0.0415831	0.0356862	0.244043	0.111985	0.0150671	0.0235944	0.0201457	0.026074	0.0578953	0.0866215	0.0552192	0.0172404	0.00283961	0.0796811	0.00283766	0.0382293	0.0271537	0.0439866	0.0949072	0.0402556	0.102813	0.101263	0.126064	0.154527	0.00392016	0.00344689	0.016872	0.00687613	0.10437	0.0165006	0.0669877	0.0540599	0.00842774	0.022803	0.129416	0.0776399	0.0525364	0.027475	0.0778174	0.001435	0.121017	0.116794	0.025689	0.0532005	0.0350197	0.01212	0.0279864	0.051755	0.995908	1.00182	0.280681	0.538136	0.82422	1.21327	1.85827	3.56276	0.9186857	0.4424946	0.0177954	0.00962746	0.0349036	0.0388721	0.0191096	0.00412198	0.0358547	0.00512511	0.00104285	0.00882643	0.00971314	0.0171803	0.0100439	0.0241283	0.00127321	0.00817778	0.0197821	0.00675259	0.00959759	0.0074356	0.0113005	0.00797598	0.00664631	0.0033632	0.0222083	0.00478012	0.0119461	0.00987322	0.0037961	0.00732898	0.00490628	0.00896445	0.026536	0.00680491	0.00549152	0.00455914	0.00380686	0.00752128	0.00625685	0.00527341	0.00397113	0.00793432	0.0050031	0.0034037	0.00809511	0.00625888	0.0122092	0.00119523	0.000107982	0.000475053	0.00158503	0.00295662	0.000174577	0.0015279	2.26853e-05	0.00567796	0.0157283	0.00051694	0.00181561	0.000401158	0.000621762	0.00111583	0.00177601	0.000688969	0.00611396	9.10175e-05	0.00181844	0.00471059	0.000429837	0.0147984	0.00183048	0.000393616	0.0272205	0.00160948	0.0295456	0.00602914	0.00196588	0.00905879	0.0219563	0.000657925	0.00328229	0.00634544	0.000102417	0.00357168	0.00337366	0.00433027	0.000171797	0.00100348	0.00160297	0.000377431	0.0218384	0.00137569	0.00770542	0.00239125	0.000247864	0.00566859	0.00104282	0.00169372	0.00277848	0.00530006	0.0126332	0.00162697	0.00233432	0.0013266	0.000268503	0.00370597	0.00318043	0.0217496	0.00998038	0.00134281	0.00210278	0.00179543	0.00232377	0.00515976	0.00771989	0.00492126	0.0015365	0.000253072	0.00710135	0.000252898	0.00340707	0.00241999	0.00392018	0.00845833	0.00358766	0.0091629	0.00902479	0.011235	0.0137718	0.000349373	0.000307194	0.00150367	0.000612815	0.00930169	0.00147057	0.00597008	0.00481793	0.000751098	0.00203225	0.0115338	0.00691943	0.00468216	0.00244863	0.00693525	0.00012789	0.0107853	0.0104089	0.00228946	0.00474134	0.00312103	0.00108016	0.00249421	0.00461252	11.22056
144	-4341.563	-4626.64	285.0771	0.0686753	0.251816	0.161845	0.736639	0.134862	0.0769374	0.276569	0.0670703	0.0606493	0.0362804	0.120448	0.215514	0.142716	0.321191	0.037858	0.11862	0.216492	0.0635235	0.0551614	0.0940795	0.158036	0.136342	0.0724357	0.0909707	0.192383	0.0451131	0.12754	0.111509	0.0636507	0.160978	0.0888782	0.0155265	0.245552	0.0760553	0.0201509	0.0641158	0.0416043	0.107342	0.111495	0.0671227	0.105178	0.0825141	0.11017	0.0382917	0.0474243	0.102672	0.179439	0.0169976	0.0620925	0.0290066	0.00582613	0.0126404	0.00112386	0.012709	0.0036205	0.00152936	0.063768	0.00288086	0.0694656	0.0614067	0.0266656	0.0296038	0.0261431	0.0267092	0.0158879	0.00448545	0.0788281	0.263985	0.0293214	0.061372	0.386212	0.14479	0.110622	0.110634	0.180584	0.0181539	0.00842621	0.200816	0.251396	0.000623882	0.0149356	0.0556864	0.0217054	0.131349	0.249802	0.0888604	0.0104929	0.0370165	0.0207992	0.0723603	0.245553	0.014991	0.0998123	0.109444	0.00771827	0.0676107	0.0116876	0.0733734	0.0725465	0.0490244	0.108656	0.0142308	0.0214643	0.0637412	0.00806838	0.0185478	0.0589241	0.234461	0.0887617	0.113849	0.0146	0.00109775	0.0599639	0.0166127	0.0317309	0.0548454	0.0267699	0.00295427	0.0455213	0.000623235	0.0529063	0.0322362	0.0761083	0.120288	0.000931779	0.0760613	0.297627	0.00948988	0.164213	0.00627346	0.0705611	0.0311273	0.0168996	0.0190668	0.101468	0.0461674	0.0488403	0.00458056	0.073407	0.218307	0.185122	0.104569	0.015928	0.0781935	0.0769184	0.0428249	0.198377	0.0484464	0.0471958	0.0860543	0.0173517	0.00679196	0.0712307	0.952661	1.02107	0.376107	0.620695	0.861751	1.16043	1.6111	2.65882	0.7070764	0.4152995	0.005233	0.0191882	0.0123324	0.0561312	0.0102763	0.00586256	0.0210743	0.00511069	0.00462142	0.00276453	0.00917805	0.0164219	0.0108748	0.0244744	0.00288474	0.00903872	0.0164965	0.00484043	0.00420325	0.00716877	0.0120422	0.0103891	0.00551953	0.00693188	0.0146594	0.00343758	0.00971841	0.00849685	0.00485013	0.0122664	0.00677244	0.00118311	0.0187109	0.00579534	0.00153548	0.00488556	0.00317021	0.00817935	0.0084958	0.00511469	0.00801448	0.0062875	0.00839484	0.00291779	0.00361369	0.0078235	0.0136731	0.0012952	0.00473139	0.00221027	0.000443946	0.000963184	8.56372e-05	0.000968413	0.000275879	0.000116536	0.00485907	0.000219519	0.00529322	0.00467913	0.0020319	0.00225578	0.00199208	0.00203521	0.00121064	0.000341787	0.00600663	0.0201154	0.00223426	0.00467649	0.029429	0.0110329	0.00842928	0.00843019	0.0137603	0.00138331	0.000642069	0.015302	0.0191561	4.75392e-05	0.00113808	0.00424325	0.00165393	0.0100086	0.0190347	0.00677108	0.000799551	0.00282063	0.00158488	0.00551379	0.0187109	0.0011423	0.00760561	0.00833953	0.000588125	0.00515187	0.000890585	0.00559098	0.00552797	0.00373561	0.00827949	0.00108438	0.00163556	0.00485702	0.000614803	0.00141332	0.00448996	0.0178657	0.00676356	0.00867521	0.0011125	8.36474e-05	0.00456919	0.00126587	0.00241787	0.00417917	0.00203984	0.000225112	0.00346868	4.74899e-05	0.00403141	0.00245637	0.00579938	0.00916582	7.10007e-05	0.0057958	0.0226789	0.00072312	0.0125129	0.000478032	0.00537669	0.00237187	0.00128773	0.00145287	0.00773179	0.00351791	0.00372159	0.000349034	0.00559354	0.0166348	0.0141061	0.00796807	0.0012137	0.00595827	0.00586111	0.00326322	0.0151161	0.00369157	0.00359628	0.00655726	0.00132218	0.000517541	0.00542772	13.12352
